pH,Rep,Sample_code,Label,nm_520,nm_700,Date,Rx_min,Harvest,Year,Reps,Notes,Person
4.5,1,13-20,1,0.382,0.195,30/10/24,20,1,2023,0,,
1,2,13-20,1,0.738,0.18,30/10/24,20,1,2023,0,,
1,1,13-20,1,0.74,0.189,30/10/24,20,1,2023,0,,
4.5,1,14-22,1,0.336,0.11,01/11/24,20,1,2023,0,,
4.5,2,14-22,1,0.376,0.124,01/11/24,20,1,2023,0,,
1,1,14-22,1,1.452,0.107,01/11/24,20,1,2023,0,,
1,2,14-22,1,1.493,0.133,01/11/24,20,1,2023,0,,
4.5,2,14-25,1,0.48,0.298,24/10/24,20,1,2023,0,,
4.5,1,14-25,1,0.687,0.463,24/10/24,20,1,2023,0,,
1,2,14-25,1,0.55,0.289,24/10/24,20,1,2023,0,,
1,1,14-25,1,0.749,0.435,24/10/24,20,1,2023,0,,
4.5,1,14-26,1,0.463,0.127,24/10/24,20,1,2023,0,,
4.5,2,14-26,1,0.485,0.144,24/10/24,20,1,2023,0,,
1,1,14-26,1,1.424,0.112,24/10/24,20,1,2023,0,,
1,2,14-26,1,1.595,0.163,24/10/24,20,1,2023,0,,
4.5,2,15-20,1,0.621,0.341,01/11/24,20,1,2023,0,,
4.5,1,15-20,1,0.683,0.382,01/11/24,20,1,2023,0,,
1,2,15-20,1,0.866,0.293,01/11/24,20,1,2023,0,,
1,1,15-20,1,1.172,0.43,01/11/24,20,1,2023,0,,
4.5,2,15-23,1,0.372,0.132,01/11/24,20,1,2023,0,,
4.5,1,15-23,1,0.473,0.164,01/11/24,20,1,2023,0,,
1,2,15-23,1,1.03,0.129,01/11/24,20,1,2023,0,,
1,1,15-23,1,1.294,0.142,01/11/24,20,1,2023,0,,
4.5,2,15-26,1,0.205,0.129,01/11/24,20,1,2023,0,,
4.5,1,15-26,1,0.246,0.158,01/11/24,20,1,2023,0,,
1,2,15-26,1,0.216,0.12,01/11/24,20,1,2023,0,,
1,1,15-26,1,0.261,0.156,01/11/24,20,1,2023,0,,
4.5,1,15-27,1,0.18,0.105,30/10/24,20,1,2023,0,,
4.5,2,15-27,1,0.206,0.126,30/10/24,20,1,2023,0,,
1,1,15-27,1,0.174,0.097,30/10/24,20,1,2023,0,,
1,2,15-27,1,0.216,0.129,30/10/24,20,1,2023,0,,
4.5,2,16-20,1,0.819,0.226,31/10/24,20,1,2023,0,,
4.5,1,16-20,1,1.037,0.246,31/10/24,20,1,2023,0,,
1,1,16-20,1,2.438,0.199,31/10/24,20,1,2023,0,,
1,2,16-20,1,2.301,0.207,31/10/24,20,1,2023,0,,
4.5,2,16-25,1,0.258,0.145,24/10/24,20,1,2023,0,,
4.5,1,16-25,1,0.288,0.169,24/10/24,20,1,2023,0,,
1,1,16-25,1,0.342,0.154,24/10/24,20,1,2023,0,,
1,2,16-25,1,0.364,0.163,24/10/24,20,1,2023,0,,
4.5,2,16-26,1,0.303,0.185,28/10/24,20,1,2023,0,,
1,2,16-26,1,0.337,0.181,28/10/24,20,1,2023,0,Only enough berries for 1 rep,
4.5,1,16-27,1,0.512,0.128,30/10/24,20,1,2023,0,,
4.5,2,16-27,1,0.523,0.129,30/10/24,20,1,2023,0,,
1,2,16-27,1,1.76,0.113,30/10/24,20,1,2023,0,,
1,1,16-27,1,2.179,0.139,30/10/24,20,1,2023,0,,
4.5,2,17-20,1,0.607,0.496,01/11/24,20,1,2023,0,,
4.5,1,17-20,1,0.915,0.831,01/11/24,20,1,2023,0,,
1,2,17-20,1,0.825,0.69,01/11/24,20,1,2023,0,,
1,1,17-20,1,0.92,0.794,01/11/24,20,1,2023,0,,
4.5,2,17-21,1,0.295,0.096,01/11/24,20,1,2023,0,,
4.5,1,17-21,1,0.323,0.154,01/11/24,20,1,2023,0,,
1,2,17-21,1,1.257,0.105,01/11/24,20,1,2023,0,,
1,1,17-21,1,1.3,0.108,01/11/24,20,1,2023,0,,
4.5,2,17-24,1,0.357,0.115,01/11/24,20,1,2023,0,,
4.5,1,17-24,1,0.423,0.169,01/11/24,20,1,2023,0,,
1,1,17-24,1,1.308,0.121,01/11/24,20,1,2023,0,,
1,2,17-24,1,1.492,0.152,01/11/24,20,1,2023,0,,
4.5,1,17-25,1,0.841,0.216,24/10/24,20,1,2023,0,,
4.5,2,17-25,1,1.064,0.319,24/10/24,20,1,2023,0,,
1,2,17-25,1,2.897,0.225,24/10/24,20,1,2023,0,,
1,1,17-25,1,2.807,0.226,24/10/24,20,1,2023,0,,
4.5,2,17-27,1,0.306,0.184,30/10/24,20,1,2023,0,,
4.5,1,17-27,1,0.311,0.194,30/10/24,20,1,2023,0,,
1,2,17-27,1,0.32,0.176,30/10/24,20,1,2023,0,,
1,1,17-27,1,0.339,0.184,30/10/24,20,1,2023,0,,
4.5,2,18-25,1,0.238,0.075,19/10/24,20,1,2023,0,,
4.5,1,18-25,1,0.261,0.092,19/10/24,20,1,2023,0,,
1,2,18-25,1,1.07,0.089,19/10/24,20,1,2023,0,,
1,1,18-25,1,1.055,0.097,19/10/24,20,1,2023,0,,
4.5,2,18-26,1,0.377,0.255,24/10/24,20,1,2023,0,,
4.5,1,18-26,1,0.431,0.282,24/10/24,20,1,2023,0,,
1,2,18-26,1,0.42,0.225,24/10/24,20,1,2023,0,,
1,1,18-26,1,0.477,0.243,24/10/24,20,1,2023,0,,
4.5,1,18-27,1,0.434,0.089,01/11/24,20,1,2023,0,,
4.5,2,18-27,1,-,-,01/11/24,20,1,2023,0,,
1,1,18-27,1,1.849,0.042,01/11/24,20,1,2023,0,Only enough berries for 1 rep,
1,2,18-27,1,-,-,01/11/24,20,1,2023,0,,
4.5,1,19-20,1,0.277,0.171,01/11/24,20,1,2023,0,,
4.5,2,19-20,1,-,-,01/11/24,20,1,2023,0,,
1,1,19-20,1,0.271,0.133,01/11/24,20,1,2023,0,Only enough berries for 1 rep,
1,2,19-20,1,-,-,01/11/24,20,1,2023,0,,
4.5,1,19-21,1,0.234,0.152,01/11/24,20,1,2023,0,,
4.5,2,19-21,1,0.323,0.215,01/11/24,20,1,2023,0,,
1,1,19-21,1,0.266,0.155,01/11/24,20,1,2023,0,,
1,2,19-21,1,0.283,0.171,01/11/24,20,1,2023,0,,
4.5,1,19-22,1,0.388,0.128,01/11/24,20,1,2023,0,,
4.5,2,19-22,1,0.404,0.148,01/11/24,20,1,2023,0,,
1,1,19-22,1,1.536,0.109,01/11/24,20,1,2023,0,,
1,2,19-22,1,1.501,0.11,01/11/24,20,1,2023,0,,
4.5,2,19-25,1,0.369,0.23,24/10/24,20,1,2023,0,,
4.5,1,19-25,1,0.43,0.273,24/10/24,20,1,2023,0,,
1,1,19-25,1,0.386,0.217,24/10/24,20,1,2023,0,,
1,2,19-25,1,0.485,0.29,24/10/24,20,1,2023,0,,
4.5,1,19-27,1,0.452,0.144,30/10/24,20,1,2023,0,,
4.5,2,19-27,1,0.759,0.192,30/10/24,20,1,2023,0,,
1,1,19-27,1,1.476,0.129,30/10/24,20,1,2023,0,,
1,2,19-27,1,1.741,0.145,30/10/24,20,1,2023,0,,
4.5,2,20-23,1,0.711,0.583,01/11/24,20,1,2023,0,,
4.5,1,20-23,1,0.799,0.666,01/11/24,20,1,2023,0,,
1,2,20-23,1,0.851,0.696,01/11/24,20,1,2023,0,,
1,1,20-23,1,1.046,0.902,01/11/24,20,1,2023,0,,
4.5,1,20-25,1,1.115,0.313,24/10/24,20,1,2023,0,,
4.5,2,20-25,1,1.188,0.362,24/10/24,20,1,2023,0,,
1,1,20-25,1,2.084,0.271,24/10/24,20,1,2023,0,,
1,2,20-25,1,2.38,0.344,24/10/24,20,1,2023,0,Change 3.38 to 2.38,
4.5,1,20-27,1,0.447,0.177,30/10/24,20,1,2023,0,,
4.5,2,20-27,1,0.45,0.179,30/10/24,20,1,2023,0,,
1,1,20-27,1,1.213,0.171,30/10/24,20,1,2023,0,,
1,2,20-27,1,1.159,0.179,30/10/24,20,1,2023,0,,
4.5,1,20-28,1,1.417,0.291,30/10/24,20,1,2023,0,,
4.5,2,20-28,1,1.625,0.297,30/10/24,20,1,2023,0,,
1,2,20-28,1,5,0.243,30/10/24,20,1,2023,0,,
1,1,20-28,1,5,0.261,30/10/24,20,1,2023,0,,
